loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Combined_asset_value
1379,1, Graduate, Yes,7900000,29200000,2,663,19600000,12100000,28600000,10100000, Approved,70400000
3485,5, Graduate, No,7900000,17700000,2,559,19700000,2800000,28900000,5400000, Approved,56800000
840,2, Not Graduate, Yes,2000000,6700000,14,638,4900000,200000,4900000,2300000, Approved,12300000
501,2, Graduate, No,200000,700000,8,851,400000,200000,800000,200000, Approved,1600000
1392,0, Not Graduate, Yes,1500000,4100000,12,789,3600000,1600000,5800000,1300000, Approved,12300000
1352,4, Not Graduate, No,4200000,15500000,18,794,7300000,700000,13400000,2200000, Approved,23600000
550,2, Not Graduate, Yes,5800000,22500000,6,888,11900000,2600000,17100000,4800000, Approved,36400000
558,5, Graduate, Yes,4200000,12300000,2,686,10500000,200000,15600000,4200000, Approved,30500000
3265,5, Not Graduate, Yes,800000,2100000,12,363,1200000,1000000,3100000,900000, Rejected,6200000
2132,5, Graduate, No,500000,1200000,12,454,1400000,500000,1000000,300000, Rejected,3200000
219,1, Not Graduate, Yes,6800000,17000000,2,744,15500000,3900000,23700000,3500000, Approved,46600000
1201,0, Not Graduate, Yes,300000,800000,4,603,800000,200000,600000,200000, Approved,1800000
1139,4, Graduate, No,2800000,6100000,18,415,2200000,4200000,8400000,2000000, Rejected,16800000
210,3, Graduate, No,1400000,3300000,2,652,100000,2100000,3500000,1900000, Approved,7600000
1689,4, Graduate, No,6300000,17600000,6,612,16000000,3300000,23500000,3200000, Approved,46000000
1721,3, Graduate, Yes,3800000,15100000,20,540,9400000,1000000,9300000,3600000, Rejected,23300000
3780,5, Not Graduate, No,5400000,21100000,12,661,15800000,10400000,20100000,5400000, Approved,51700000
1951,0, Graduate, Yes,200000,700000,10,587,-100000,100000,500000,100000, Rejected,600000
949,2, Not Graduate, No,8100000,18500000,6,372,19100000,10200000,31000000,7900000, Rejected,68200000
4113,5, Graduate, No,4700000,14400000,16,884,9900000,4400000,9300000,3800000, Approved,27400000
533,5, Graduate, Yes,6900000,23900000,6,382,17100000,6900000,21500000,8900000, Rejected,54400000
2885,4, Not Graduate, Yes,4400000,15000000,12,459,5700000,800000,11400000,2400000, Rejected,20300000
1663,3, Not Graduate, Yes,4900000,19000000,4,575,14100000,9100000,16500000,4600000, Approved,44300000
4226,5, Graduate, Yes,3800000,10300000,16,606,7700000,1900000,9900000,2700000, Approved,22200000
2544,0, Not Graduate, Yes,1900000,6300000,16,811,1100000,100000,5100000,1900000, Approved,8200000
4009,1, Not Graduate, No,5300000,17800000,12,889,15300000,500000,14900000,6800000, Approved,37500000
4125,3, Not Graduate, Yes,7000000,26100000,18,689,17200000,5700000,20500000,5900000, Approved,49300000
3530,1, Not Graduate, No,9900000,20700000,20,821,12700000,8200000,38100000,11100000, Approved,70100000
1,2, Graduate, No,9600000,29900000,12,778,5300000,17600000,22700000,8000000, Approved,53600000
1425,5, Graduate, No,8500000,25400000,4,336,8500000,1200000,30600000,9000000, Rejected,49300000
4187,3, Not Graduate, Yes,4000000,8600000,4,667,11500000,6300000,15300000,3500000, Approved,36600000
2573,4, Graduate, Yes,7000000,19600000,8,708,17600000,2600000,24300000,4500000, Approved,49000000
1428,0, Not Graduate, No,6200000,17300000,8,583,3700000,3900000,13600000,3300000, Approved,24500000
2823,4, Not Graduate, Yes,1400000,3700000,12,621,3100000,900000,5100000,1800000, Approved,10900000
248,0, Not Graduate, Yes,9400000,27000000,10,536,4400000,1700000,33800000,4800000, Rejected,44700000
2168,0, Not Graduate, Yes,7000000,20900000,20,380,11800000,10800000,21100000,6200000, Rejected,49900000
1784,1, Graduate, Yes,8000000,24600000,12,649,10800000,1600000,21800000,9200000, Approved,43400000
2448,2, Graduate, Yes,4800000,17500000,20,381,400000,6900000,13400000,7000000, Rejected,27700000
2667,5, Not Graduate, No,6200000,13700000,2,468,3300000,12300000,13900000,5500000, Rejected,35000000
2601,5, Graduate, No,300000,900000,6,492,800000,300000,700000,400000, Rejected,2200000
3168,2, Graduate, No,5500000,19000000,2,382,12500000,1000000,15200000,8100000, Approved,36800000
3980,4, Not Graduate, No,9400000,20200000,10,803,24800000,1000000,34400000,4800000, Approved,65000000
1396,4, Graduate, No,4700000,13100000,14,492,1000000,4500000,14100000,6400000, Rejected,26000000
2664,2, Graduate, No,4300000,14700000,2,871,4100000,7300000,13900000,4400000, Approved,29700000
2700,4, Graduate, Yes,5500000,14800000,10,354,16000000,3400000,21200000,7700000, Rejected,48300000
1589,0, Graduate, Yes,5600000,19300000,6,407,3400000,3600000,14200000,8400000, Rejected,29600000
3391,4, Graduate, No,5800000,13500000,10,816,13800000,9300000,20400000,7900000, Approved,51400000
1816,1, Graduate, No,5100000,13800000,14,350,6200000,2200000,12600000,3600000, Rejected,24600000
279,4, Not Graduate, No,2000000,4700000,18,733,3700000,3700000,7000000,2800000, Approved,17200000
953,4, Not Graduate, No,8600000,25100000,6,820,14400000,5000000,26000000,8300000, Approved,53700000
2465,1, Not Graduate, No,1500000,6000000,6,507,2600000,2700000,4800000,1900000, Rejected,12000000
1753,5, Not Graduate, Yes,5400000,18800000,20,326,9700000,10100000,14800000,3200000, Rejected,37800000
3460,5, Not Graduate, Yes,5200000,11800000,18,711,14300000,5100000,15500000,4500000, Approved,39400000
1265,2, Not Graduate, No,2200000,8700000,18,729,3900000,3300000,7600000,1300000, Approved,16100000
3762,5, Graduate, No,4100000,11000000,14,379,6200000,1700000,8500000,5400000, Rejected,21800000
2322,1, Not Graduate, Yes,3900000,8700000,8,817,900000,2500000,10700000,2100000, Approved,16200000
3949,2, Not Graduate, No,1400000,3100000,4,881,3700000,400000,5000000,1100000, Approved,10200000
1633,1, Not Graduate, Yes,4700000,16000000,14,406,4000000,5300000,14300000,3300000, Rejected,26900000
156,5, Not Graduate, No,5000000,11200000,8,701,9100000,500000,14000000,4600000, Approved,28200000
986,1, Not Graduate, Yes,4300000,14100000,12,525,2100000,1100000,14100000,5500000, Rejected,22800000
1259,1, Not Graduate, Yes,4400000,16600000,18,385,800000,5300000,13400000,5100000, Rejected,24600000
2529,0, Graduate, No,2500000,7800000,8,437,5800000,0,5800000,3300000, Rejected,14900000
1346,1, Graduate, No,1200000,3400000,20,717,3100000,1500000,2500000,900000, Approved,8000000
1780,5, Graduate, No,1300000,2700000,6,607,800000,1500000,4700000,1600000, Approved,8600000
3310,1, Not Graduate, No,5800000,18700000,20,586,14100000,3000000,15600000,6000000, Approved,38700000
1821,1, Graduate, No,5100000,11800000,12,314,14700000,7600000,12400000,4900000, Rejected,39600000
3899,2, Not Graduate, Yes,8000000,28100000,18,765,24000000,10500000,17700000,8200000, Approved,60400000
1462,3, Not Graduate, No,4100000,12200000,2,457,700000,500000,14100000,4900000, Rejected,20200000
3210,2, Graduate, No,700000,1800000,10,650,1300000,100000,1500000,300000, Approved,3200000
3662,2, Not Graduate, No,2500000,9600000,4,636,900000,1000000,7300000,2000000, Approved,11200000
701,0, Graduate, Yes,7600000,17900000,16,788,1700000,7800000,27100000,5900000, Approved,42500000
1966,0, Not Graduate, No,9900000,22300000,20,613,28400000,8900000,23600000,4900000, Approved,65800000
645,3, Not Graduate, No,4100000,8500000,2,833,12000000,0,16200000,3400000, Approved,31600000
1737,2, Graduate, No,6600000,23200000,16,555,9900000,6500000,23300000,3300000, Approved,43000000
930,1, Not Graduate, No,2400000,5200000,2,371,6100000,3100000,8500000,1400000, Rejected,19100000
1363,2, Not Graduate, No,600000,1100000,10,800,1200000,200000,2300000,900000, Approved,4600000
2046,3, Graduate, No,3200000,8200000,8,311,4900000,5600000,10700000,1600000, Rejected,22800000
2698,1, Graduate, No,8200000,24000000,4,366,10900000,15200000,25200000,10400000, Rejected,61700000
247,2, Not Graduate, No,8000000,29300000,4,600,16500000,13200000,29400000,6500000, Approved,65600000
2999,5, Not Graduate, No,8300000,17700000,12,334,19600000,13200000,22500000,9800000, Rejected,65100000
924,2, Not Graduate, No,3600000,8000000,12,566,10500000,3000000,8900000,2700000, Approved,25100000
1186,5, Graduate, No,7400000,21000000,4,561,21300000,3800000,26400000,3900000, Approved,55400000
3847,1, Not Graduate, No,5400000,19400000,8,800,800000,6100000,19500000,3000000, Approved,29400000
2365,3, Not Graduate, No,6600000,18800000,12,834,18800000,9300000,13700000,4800000, Approved,46600000
1953,3, Not Graduate, Yes,8000000,24400000,14,399,19100000,5400000,20600000,11600000, Rejected,56700000
1603,4, Graduate, Yes,9700000,25000000,4,542,9800000,12000000,29300000,13400000, Rejected,64500000
2820,0, Not Graduate, Yes,7600000,27600000,2,437,10000000,11200000,27600000,6800000, Approved,55600000
1504,0, Graduate, No,2000000,4700000,6,785,2900000,1800000,6700000,1700000, Approved,13100000
2723,1, Graduate, No,1000000,3600000,4,570,1000000,1300000,3700000,1000000, Approved,7000000
2185,4, Not Graduate, No,3300000,7000000,20,504,8200000,3200000,7300000,2500000, Rejected,21200000
649,0, Not Graduate, Yes,6800000,14400000,8,812,15200000,4500000,21100000,6400000, Approved,47200000
544,3, Not Graduate, No,1400000,2700000,8,625,3100000,1800000,3400000,1000000, Approved,9300000
1673,5, Graduate, Yes,2000000,6300000,4,366,5300000,2200000,5400000,2800000, Approved,15700000
2789,0, Not Graduate, Yes,2600000,9900000,20,368,3600000,1500000,5200000,2000000, Rejected,12300000
4007,5, Not Graduate, No,5100000,13500000,20,840,1400000,5300000,14700000,4500000, Approved,25900000
260,0, Not Graduate, Yes,300000,1100000,8,789,400000,100000,800000,400000, Approved,1700000
1232,4, Graduate, Yes,1200000,4600000,6,757,1900000,200000,4800000,1500000, Approved,8400000
2173,2, Graduate, No,600000,2100000,16,425,900000,500000,2300000,300000, Rejected,4000000
928,3, Graduate, Yes,7200000,20400000,10,558,0,13200000,27200000,10600000, Approved,51000000
613,5, Graduate, No,7200000,17500000,4,380,2300000,400000,17500000,6200000, Rejected,26400000
1024,4, Not Graduate, Yes,1100000,2900000,4,554,2800000,1000000,4100000,1600000, Approved,9500000
3379,3, Not Graduate, No,3800000,11400000,4,323,5800000,4000000,9600000,4400000, Approved,23800000
1153,0, Not Graduate, Yes,9400000,34200000,10,512,13100000,15600000,32600000,6300000, Rejected,67600000
220,0, Not Graduate, No,3200000,11300000,6,484,3500000,5500000,8500000,2100000, Rejected,19600000
3489,3, Graduate, Yes,6300000,23300000,4,347,18300000,12200000,21100000,8100000, Approved,59700000
486,4, Graduate, No,1600000,4900000,8,685,3200000,2000000,3800000,1500000, Approved,10500000
2585,2, Not Graduate, No,4900000,16800000,10,480,2200000,8900000,12600000,2700000, Rejected,26400000
3835,5, Graduate, No,4500000,10200000,12,726,2900000,8600000,17500000,4200000, Approved,33200000
259,0, Graduate, No,9800000,38800000,8,652,23200000,19000000,29700000,5400000, Approved,77300000
3221,3, Graduate, Yes,8900000,22500000,12,887,23300000,10800000,33500000,9500000, Approved,77100000
387,5, Not Graduate, Yes,9400000,35300000,16,302,4100000,12500000,37000000,12900000, Rejected,66500000
848,2, Graduate, No,7700000,15400000,18,524,12900000,5100000,21000000,6600000, Rejected,45600000
3207,0, Not Graduate, No,6500000,24700000,6,554,2700000,1100000,22700000,9600000, Approved,36100000
2666,0, Not Graduate, Yes,9300000,32000000,8,438,24800000,6400000,34900000,12400000, Rejected,78500000
3195,0, Not Graduate, No,5000000,10700000,16,726,1600000,1100000,15700000,4800000, Approved,23200000
2673,3, Graduate, Yes,1400000,3500000,12,610,1200000,600000,3800000,1400000, Approved,7000000
1728,4, Graduate, No,3900000,11000000,2,786,7900000,1600000,10700000,2100000, Approved,22300000
1234,1, Not Graduate, Yes,4600000,10900000,12,463,1200000,1200000,10900000,6600000, Rejected,19900000
1537,4, Not Graduate, No,5100000,19400000,8,755,2200000,300000,14900000,5300000, Approved,22700000
3538,2, Graduate, Yes,8300000,30100000,16,636,5200000,5100000,33100000,7200000, Approved,50600000
3163,1, Graduate, Yes,9400000,21000000,12,443,14100000,2700000,23200000,5600000, Rejected,45600000
3092,1, Graduate, Yes,5000000,12500000,20,604,4100000,100000,12200000,7400000, Approved,23800000
2989,1, Graduate, Yes,9300000,19000000,14,689,24000000,11500000,35100000,9000000, Approved,79600000
1096,5, Not Graduate, No,1100000,3600000,12,315,1300000,700000,3100000,1400000, Rejected,6500000
3342,4, Not Graduate, Yes,1200000,4100000,16,585,900000,900000,2300000,900000, Approved,5000000
1750,0, Not Graduate, Yes,9200000,34900000,4,702,16900000,16000000,24100000,9800000, Approved,66800000
4082,2, Not Graduate, Yes,4400000,16800000,4,307,12800000,7200000,9700000,5800000, Approved,35500000
508,0, Not Graduate, Yes,5100000,12500000,18,778,3300000,1000000,14800000,3200000, Approved,22300000
8,2, Graduate, Yes,5700000,15000000,20,382,13200000,5700000,11800000,6000000, Rejected,36700000
3402,4, Not Graduate, Yes,8600000,26800000,12,802,7400000,2800000,32100000,11700000, Approved,54000000
2382,2, Graduate, No,1400000,4700000,4,355,2100000,600000,4400000,1400000, Approved,8500000
2563,0, Not Graduate, Yes,3700000,13100000,14,385,10600000,6800000,9200000,4900000, Rejected,31500000
3961,3, Graduate, No,4700000,9800000,14,444,8200000,300000,15700000,3800000, Rejected,28000000
3476,5, Not Graduate, No,700000,1400000,4,344,1500000,800000,2600000,300000, Rejected,5200000
1351,5, Graduate, No,4000000,13700000,6,496,-100000,1400000,15800000,3700000, Rejected,20800000
379,2, Not Graduate, Yes,5000000,17600000,20,465,6200000,5200000,16500000,5200000, Rejected,33100000
3101,3, Not Graduate, No,2800000,10600000,4,860,5200000,4700000,6700000,2900000, Approved,19500000
679,4, Not Graduate, Yes,4400000,16600000,14,889,800000,1400000,14900000,5900000, Approved,23000000
3857,2, Graduate, Yes,1200000,4600000,20,605,3600000,1500000,4600000,600000, Approved,10300000
2772,1, Graduate, No,2900000,7600000,2,358,800000,700000,10100000,2100000, Rejected,13700000
1012,1, Not Graduate, No,1400000,3300000,8,306,3200000,800000,2700000,800000, Rejected,7500000
3154,0, Graduate, Yes,2500000,9100000,10,852,5000000,4700000,7400000,1500000, Approved,18600000
2726,2, Not Graduate, Yes,7700000,21000000,12,420,16100000,4300000,27400000,10500000, Rejected,58300000
66,1, Graduate, No,4100000,10300000,12,364,9500000,6100000,14900000,2800000, Rejected,33300000
1843,0, Not Graduate, No,2100000,5900000,14,402,4400000,0,4800000,1000000, Rejected,10200000
3416,3, Graduate, No,500000,2000000,12,890,800000,700000,1800000,400000, Approved,3700000
3292,5, Not Graduate, Yes,8400000,31900000,10,605,18900000,10300000,22000000,9100000, Approved,60300000
2017,4, Not Graduate, No,5800000,14200000,20,535,10200000,4000000,21100000,3400000, Rejected,38700000
680,0, Not Graduate, Yes,900000,3600000,10,683,1400000,700000,3500000,400000, Approved,6000000
3405,4, Not Graduate, No,2800000,8300000,14,381,3200000,1100000,9100000,1500000, Rejected,14900000
782,3, Not Graduate, Yes,9900000,20400000,4,865,26300000,3600000,36500000,12800000, Approved,79200000
3003,4, Graduate, Yes,3500000,10700000,8,883,200000,2300000,8400000,2000000, Approved,12900000
4048,3, Not Graduate, No,6400000,23000000,8,520,12100000,11400000,16000000,3800000, Rejected,43300000
3392,2, Graduate, Yes,3300000,6700000,8,845,1300000,4600000,12300000,3200000, Approved,21400000
4140,3, Graduate, No,5600000,20300000,4,330,16100000,5100000,15300000,4200000, Approved,40700000
3215,4, Graduate, No,300000,1200000,18,544,700000,100000,800000,100000, Rejected,1700000
2656,0, Not Graduate, Yes,2600000,5900000,6,572,5800000,3100000,7300000,3800000, Approved,20000000
3559,4, Graduate, Yes,1400000,4800000,6,411,1400000,300000,4400000,1600000, Rejected,7700000
884,0, Graduate, Yes,9000000,32400000,10,895,16800000,5800000,20700000,9500000, Approved,52800000
1092,4, Not Graduate, Yes,600000,2100000,6,558,1300000,1000000,2200000,300000, Approved,4800000
383,2, Not Graduate, Yes,9300000,29000000,12,655,7900000,6800000,29900000,4900000, Approved,49500000
3234,4, Not Graduate, No,200000,700000,10,576,500000,100000,400000,300000, Approved,1300000
3166,2, Graduate, Yes,7500000,15100000,8,488,19800000,0,28500000,6700000, Rejected,55000000
1675,1, Not Graduate, No,9800000,21300000,2,356,23000000,12300000,25700000,14600000, Rejected,75600000
2928,4, Graduate, No,9400000,32200000,6,898,27600000,11800000,19500000,8600000, Approved,67500000
32,2, Graduate, No,5700000,12000000,6,363,3600000,7400000,21700000,4300000, Rejected,37000000
2431,3, Graduate, No,5600000,13400000,6,865,14900000,9700000,12300000,6000000, Approved,42900000
1913,4, Not Graduate, Yes,6700000,18400000,10,371,1900000,1400000,15700000,4400000, Rejected,23400000
4240,0, Not Graduate, Yes,8400000,23000000,14,455,400000,13400000,29800000,9400000, Rejected,53000000
611,3, Graduate, No,8100000,23900000,10,449,7100000,6100000,28300000,8900000, Rejected,50400000
571,1, Graduate, No,2300000,7200000,8,453,3000000,2100000,8100000,3400000, Rejected,16600000
344,1, Graduate, Yes,3700000,12600000,10,424,5400000,1100000,14200000,4400000, Rejected,25100000
3014,4, Not Graduate, No,2400000,7000000,4,539,2300000,0,9600000,2900000, Rejected,14800000
2390,4, Graduate, No,7800000,17300000,4,394,3600000,13100000,24300000,7200000, Rejected,48200000
2291,2, Not Graduate, Yes,5100000,14600000,2,733,0,4500000,12900000,6200000, Approved,23600000
3384,5, Graduate, Yes,2400000,6800000,8,464,1900000,1300000,9500000,1900000, Rejected,14600000
3640,0, Graduate, No,7400000,24100000,16,779,800000,2900000,28900000,4900000, Approved,37500000
2782,1, Graduate, Yes,3800000,10000000,16,873,5100000,2800000,10300000,4000000, Approved,22200000
2081,0, Graduate, Yes,1000000,3200000,8,304,500000,600000,3700000,700000, Rejected,5500000
3997,0, Not Graduate, No,200000,800000,20,331,300000,0,500000,100000, Rejected,900000
